MSSV,MaHocPhan,HocPhan,TinChi,NhomHoc,Khoa,GPA_TichLuy,TinChiTichLuy,DiemQuaTrinh,ChuyenCan,TruyCapLMS,TyLeNopDungHan,DiemRenLuyen,GioTuHoc,DiemCuoiKy,NguyCo
SV20210137,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Kinh tế số,2.1,75,5.8,79.0,11,70.9,63,6.8,5.6,0
SV20210137,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Kinh tế số,2.1,75,6.9,65.5,7,88.9,64,4.6,5.4,0
SV20210137,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Kinh tế số,2.1,75,7.3,80.2,6,77.7,72,4.0,4.9,1
SV20210138,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Công nghệ thông tin,3.6,128,10.0,100.0,9,97.0,91,9.0,10.0,0
SV20210138,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Công nghệ thông tin,3.6,128,8.3,92.2,12,83.2,81,11.0,8.7,0
SV20210138,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Công nghệ thông tin,3.6,128,9.4,100.0,14,100.0,84,7.7,8.6,0
SV20210138,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Công nghệ thông tin,3.6,128,9.1,84.3,19,100.0,83,9.0,8.5,0
SV20210139,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Kinh tế số,2.4,73,6.2,64.7,13,76.4,51,6.8,7.0,0
SV20210139,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Kinh tế số,2.4,73,5.6,87.7,7,63.2,76,3.5,3.8,1
SV20210139,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Kinh tế số,2.4,73,6.9,85.7,5,95.5,74,7.1,7.1,0
SV20210139,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Kinh tế số,2.4,73,5.1,87.1,5,72.7,63,7.5,6.2,0
SV20210140,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Kỹ thuật dữ liệu,2.5,58,6.6,77.9,14,71.6,67,2.8,7.2,0
SV20210140,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Kỹ thuật dữ liệu,2.5,58,7.1,96.3,8,78.1,62,2.7,6.8,0
SV20210140,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Kỹ thuật dữ liệu,2.5,58,7.1,75.1,8,91.6,73,5.1,6.7,0
SV20210140,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Kỹ thuật dữ liệu,2.5,58,5.1,78.9,6,89.7,75,5.8,6.4,0
SV20210141,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Kỹ thuật dữ liệu,3.0,90,8.3,97.8,8,100.0,80,8.7,6.9,0
SV20210141,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Kỹ thuật dữ liệu,3.0,90,7.2,87.6,13,87.4,85,7.0,6.9,0
SV20210141,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Kỹ thuật dữ liệu,3.0,90,8.6,72.6,11,87.7,77,6.7,7.5,0
SV20210141,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Kỹ thuật dữ liệu,3.0,90,7.9,93.6,16,76.3,69,5.4,5.3,0
SV20210142,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Công nghệ thông tin,1.9,43,6.4,82.8,8,87.3,80,3.7,7.0,0
SV20210142,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Công nghệ thông tin,1.9,43,5.1,71.6,10,73.2,70,4.0,5.3,0
SV20210142,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Công nghệ thông tin,1.9,43,8.2,84.8,5,85.8,77,7.1,7.5,0
SV20210142,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Công nghệ thông tin,1.9,43,6.0,83.5,3,78.5,69,3.0,5.9,0
SV20210143,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Kỹ thuật dữ liệu,2.2,31,5.4,60.6,8,67.1,68,4.1,4.4,1
SV20210143,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Kỹ thuật dữ liệu,2.2,31,7.0,83.6,6,80.6,75,6.8,6.0,0
SV20210143,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Kỹ thuật dữ liệu,2.2,31,5.6,75.9,8,91.9,78,2.4,5.0,0
SV20210143,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Kỹ thuật dữ liệu,2.2,31,4.0,66.8,3,49.3,71,3.5,4.9,1
SV20210144,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Kinh tế số,3.4,93,8.3,83.4,15,96.1,87,10.8,8.0,0
SV20210144,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Kinh tế số,3.4,93,8.7,79.3,17,84.8,80,8.8,9.6,0
SV20210144,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Kinh tế số,3.4,93,9.9,85.2,8,92.8,77,10.4,8.1,0
SV20210144,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Kinh tế số,3.4,93,10.0,86.6,12,63.3,87,9.5,7.5,0
SV20210145,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Kinh tế số,3.6,89,8.2,91.3,12,94.0,75,3.6,7.3,0
SV20210145,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Kinh tế số,3.6,89,7.7,85.7,10,100.0,74,6.4,8.7,0
SV20210145,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Kinh tế số,3.6,89,10.0,100.0,16,86.1,75,12.7,10.0,0
SV20210145,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Kinh tế số,3.6,89,8.8,100.0,14,85.5,75,9.2,10.0,0
SV20210146,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Kinh tế số,2.5,75,8.4,85.9,5,81.8,65,4.7,7.6,0
SV20210146,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Kinh tế số,2.5,75,5.0,75.2,7,84.4,77,6.4,3.6,1
SV20210146,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Kinh tế số,2.5,75,7.1,100.0,1,98.4,70,7.6,9.2,0
SV20210146,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Kinh tế số,2.5,75,6.3,80.2,9,57.9,71,3.9,6.2,0
SV20210147,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Kỹ thuật dữ liệu,2.4,45,6.9,58.1,6,87.2,67,4.9,5.8,0
SV20210147,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Kỹ thuật dữ liệu,2.4,45,6.1,68.3,10,77.2,76,5.3,5.3,0
SV20210147,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Kỹ thuật dữ liệu,2.4,45,7.3,82.1,11,88.4,72,3.6,7.3,0
SV20210147,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Kỹ thuật dữ liệu,2.4,45,8.6,81.8,10,62.8,68,1.9,7.4,0
SV20210148,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Công nghệ thông tin,2.0,47,6.5,61.4,3,92.4,63,4.0,6.3,0
SV20210148,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Công nghệ thông tin,2.0,47,5.3,76.6,6,95.2,66,2.8,5.1,0
SV20210148,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Công nghệ thông tin,2.0,47,5.1,77.4,4,76.5,63,1.0,7.4,0
SV20210148,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Công nghệ thông tin,2.0,47,6.1,84.1,4,70.3,70,6.0,5.8,0
SV20210149,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Công nghệ thông tin,2.8,109,6.7,96.7,4,86.0,73,8.7,7.1,0
SV20210149,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Công nghệ thông tin,2.8,109,8.0,70.5,11,90.2,73,7.1,6.8,0
SV20210149,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Công nghệ thông tin,2.8,109,7.3,74.0,6,81.3,82,6.5,6.8,0
SV20210149,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Công nghệ thông tin,2.8,109,8.0,88.7,9,88.4,85,9.1,7.9,0
SV20210150,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Kỹ thuật dữ liệu,3.1,109,8.5,100.0,6,100.0,83,8.7,8.7,0
SV20210150,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Kỹ thuật dữ liệu,3.1,109,6.9,88.9,12,95.3,65,7.8,4.3,1
SV20210150,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Kỹ thuật dữ liệu,3.1,109,8.0,99.8,9,100.0,83,5.8,8.8,0
SV20210150,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Kỹ thuật dữ liệu,3.1,109,8.8,96.5,16,97.0,87,9.6,7.1,0
SV20210151,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Kỹ thuật dữ liệu,3.0,95,7.2,92.5,10,92.7,69,4.3,7.3,0
SV20210151,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Kỹ thuật dữ liệu,3.0,95,7.8,89.0,11,77.5,86,3.4,7.3,0
SV20210151,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Kỹ thuật dữ liệu,3.0,95,8.5,98.0,12,89.8,75,7.2,7.6,0
SV20210151,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Kỹ thuật dữ liệu,3.0,95,8.6,76.8,8,78.3,69,9.6,6.0,0
SV20210152,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Kinh tế số,3.0,80,7.5,75.6,10,100.0,71,11.9,5.5,0
SV20210152,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Kinh tế số,3.0,80,6.8,85.8,13,72.3,67,5.9,6.1,0
SV20210152,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Kinh tế số,3.0,80,7.5,78.8,9,79.9,74,3.9,6.6,0
SV20210152,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Kinh tế số,3.0,80,7.3,88.2,11,68.4,75,6.3,7.1,0
SV20210153,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Công nghệ thông tin,2.2,46,5.5,74.6,12,77.5,62,5.5,5.4,0
SV20210153,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Công nghệ thông tin,2.2,46,6.2,92.4,5,68.3,68,2.9,5.6,0
SV20210153,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Công nghệ thông tin,2.2,46,6.3,72.0,16,89.2,69,2.9,3.0,1
SV20210153,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Công nghệ thông tin,2.2,46,6.6,73.3,12,79.2,86,6.3,7.0,0
SV20210154,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Công nghệ thông tin,3.3,80,9.2,87.2,10,85.7,91,6.9,8.6,0
SV20210154,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Công nghệ thông tin,3.3,80,7.3,86.1,6,88.2,73,9.1,7.4,0
SV20210154,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Công nghệ thông tin,3.3,80,9.9,97.1,14,100.0,88,7.4,8.4,0
SV20210154,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Công nghệ thông tin,3.3,80,6.6,98.8,13,100.0,72,5.4,5.3,0
SV20210155,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Kinh tế số,2.9,84,8.4,85.0,11,92.8,84,11.6,10.0,0
SV20210155,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Kinh tế số,2.9,84,8.3,81.3,11,91.5,80,4.3,5.5,0
SV20210155,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Kinh tế số,2.9,84,6.2,77.4,20,62.1,62,7.4,7.1,0
SV20210155,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Kinh tế số,2.9,84,8.6,94.2,23,82.2,79,6.8,7.3,0
SV20210156,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Công nghệ thông tin,2.1,62,6.5,65.9,9,91.0,76,5.1,5.2,0
SV20210156,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Công nghệ thông tin,2.1,62,6.8,67.5,10,79.4,74,3.5,5.1,0
SV20210156,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Công nghệ thông tin,2.1,62,5.5,68.2,16,65.6,58,1.4,5.9,0
SV20210156,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Công nghệ thông tin,2.1,62,4.9,72.7,7,65.1,69,3.1,4.5,1
SV20210157,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Công nghệ thông tin,2.4,62,7.0,75.3,3,85.3,53,2.3,6.1,0
SV20210157,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Công nghệ thông tin,2.4,62,5.0,85.2,6,80.7,79,5.1,6.1,0
SV20210157,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Công nghệ thông tin,2.4,62,5.9,90.4,7,78.2,56,6.4,4.4,1
SV20210157,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Công nghệ thông tin,2.4,62,6.9,77.6,9,66.5,68,2.2,4.9,1
SV20210158,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Kỹ thuật dữ liệu,2.6,71,7.3,89.0,5,84.0,74,6.3,6.2,0
SV20210158,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Kỹ thuật dữ liệu,2.6,71,8.9,83.0,11,78.8,77,2.6,6.9,0
SV20210158,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Kỹ thuật dữ liệu,2.6,71,8.1,75.0,13,74.4,79,8.2,6.9,0
SV20210158,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Kỹ thuật dữ liệu,2.6,71,6.5,90.6,15,86.3,63,6.2,5.9,0
SV20210159,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Công nghệ thông tin,1.9,28,6.3,75.5,6,83.8,62,6.0,6.2,0
SV20210159,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Công nghệ thông tin,1.9,28,5.3,68.3,8,79.1,50,3.9,3.7,1
SV20210159,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Công nghệ thông tin,1.9,28,5.6,76.8,6,92.8,54,3.1,6.1,0
SV20210159,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Công nghệ thông tin,1.9,28,5.4,80.0,1,62.0,62,4.1,5.8,0
SV20210160,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Kinh tế số,2.3,51,6.0,70.7,8,82.0,82,6.4,6.5,0
SV20210160,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Kinh tế số,2.3,51,6.1,57.3,16,79.2,67,3.2,5.5,0
SV20210160,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Kinh tế số,2.3,51,7.4,78.6,7,94.3,60,6.6,6.3,0
SV20210160,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Kinh tế số,2.3,51,6.1,71.7,7,83.4,76,6.4,7.6,0
SV20210161,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Kinh tế số,3.3,97,9.8,98.7,20,100.0,81,9.1,8.6,0
SV20210161,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Kinh tế số,3.3,97,9.8,100.0,12,93.5,79,10.4,8.9,0
SV20210161,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Kinh tế số,3.3,97,8.9,100.0,17,100.0,78,8.5,8.2,0
SV20210161,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Kinh tế số,3.3,97,7.7,95.4,17,97.7,81,7.3,7.7,0
SV20210162,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Công nghệ thông tin,3.1,102,10.0,100.0,22,84.4,89,6.6,7.9,0
SV20210162,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Công nghệ thông tin,3.1,102,8.3,98.2,16,93.4,89,9.6,7.2,0
SV20210162,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Công nghệ thông tin,3.1,102,8.8,100.0,4,93.4,86,9.0,10.0,0
SV20210162,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Công nghệ thông tin,3.1,102,9.7,89.6,19,93.8,88,8.2,7.5,0
SV20210163,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Kỹ thuật dữ liệu,2.4,35,6.8,83.1,13,79.5,77,3.4,5.5,0
SV20210163,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Kỹ thuật dữ liệu,2.4,35,4.2,63.5,9,71.9,61,8.3,4.1,1
SV20210163,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Kỹ thuật dữ liệu,2.4,35,6.8,78.7,14,82.8,73,6.8,5.9,0
SV20210163,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Kỹ thuật dữ liệu,2.4,35,7.4,82.9,6,82.4,68,3.6,9.3,0
SV20210164,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Kinh tế số,2.7,79,6.7,97.8,16,85.5,72,4.8,5.9,0
SV20210164,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Kinh tế số,2.7,79,7.5,88.4,10,90.5,85,2.7,6.0,0
SV20210164,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Kinh tế số,2.7,79,6.7,87.8,8,81.1,72,5.4,7.3,0
SV20210164,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Kinh tế số,2.7,79,7.9,88.0,5,87.7,94,9.3,6.8,0
SV20210165,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Kinh tế số,2.5,85,6.8,79.0,6,81.7,69,6.5,7.3,0
SV20210165,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Kinh tế số,2.5,85,6.9,66.0,18,77.8,56,5.6,5.8,0
SV20210165,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Kinh tế số,2.5,85,6.0,97.6,10,98.9,62,4.8,7.4,0
SV20210165,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Kinh tế số,2.5,85,7.9,78.2,11,99.9,76,6.3,7.2,0
SV20210166,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Công nghệ thông tin,2.7,102,8.4,93.0,17,82.7,83,6.0,7.1,0
SV20210166,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Công nghệ thông tin,2.7,102,9.1,91.2,19,75.7,76,7.8,6.0,0
SV20210166,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Công nghệ thông tin,2.7,102,10.0,89.2,8,100.0,81,7.2,9.2,0
SV20210166,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Công nghệ thông tin,2.7,102,7.8,95.6,24,100.0,75,8.7,8.6,0
SV20210167,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Công nghệ thông tin,2.8,78,8.5,97.9,13,76.0,66,9.2,10.0,0
SV20210167,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Công nghệ thông tin,2.8,78,7.5,80.3,13,92.5,71,8.8,6.4,0
SV20210167,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Công nghệ thông tin,2.8,78,7.6,80.8,12,91.1,74,8.3,8.1,0
SV20210167,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Công nghệ thông tin,2.8,78,7.2,85.1,14,74.6,74,6.8,6.3,0
SV20210168,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Công nghệ thông tin,2.7,86,6.1,78.9,11,91.7,80,3.9,4.5,1
SV20210168,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Công nghệ thông tin,2.7,86,8.9,97.9,9,80.5,68,6.6,6.1,0
SV20210168,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Công nghệ thông tin,2.7,86,8.3,88.1,15,90.7,74,7.5,7.9,0
SV20210168,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Công nghệ thông tin,2.7,86,7.3,77.0,10,82.5,70,6.7,3.8,1
SV20210169,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Công nghệ thông tin,2.2,83,6.8,61.5,7,90.7,75,6.6,6.8,0
SV20210169,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Công nghệ thông tin,2.2,83,7.2,75.6,11,80.0,82,6.2,7.1,0
SV20210169,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Công nghệ thông tin,2.2,83,7.4,90.0,6,73.1,88,2.9,6.5,0
SV20210169,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Công nghệ thông tin,2.2,83,7.4,87.8,4,80.4,84,7.4,6.0,0
SV20210170,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Kinh tế số,2.0,75,5.2,60.6,7,59.6,51,3.0,4.7,1
SV20210170,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Kinh tế số,2.0,75,5.1,93.9,9,61.4,66,3.9,4.4,1
SV20210170,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Kinh tế số,2.0,75,6.4,82.9,2,92.4,63,1.4,4.7,1
SV20210170,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Kinh tế số,2.0,75,5.7,85.2,11,82.6,52,6.7,6.0,0
SV20210171,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Công nghệ thông tin,3.3,66,10.0,92.0,14,77.9,84,5.5,8.8,0
SV20210171,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Công nghệ thông tin,3.3,66,8.3,100.0,20,85.8,83,7.7,7.6,0
SV20210171,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Công nghệ thông tin,3.3,66,10.0,94.8,10,97.5,86,8.5,6.8,0
SV20210171,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Công nghệ thông tin,3.3,66,8.5,87.8,11,100.0,100,5.0,9.7,0
SV20210172,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Công nghệ thông tin,1.8,36,3.8,68.1,8,60.9,78,4.5,3.9,1
SV20210172,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Công nghệ thông tin,1.8,36,5.2,73.1,9,69.9,54,3.6,3.7,1
SV20210172,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Công nghệ thông tin,1.8,36,6.6,65.8,2,79.9,50,0.9,4.8,1
SV20210172,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Công nghệ thông tin,1.8,36,7.4,85.6,7,61.9,62,3.2,6.1,0
SV20210173,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Công nghệ thông tin,2.8,95,7.2,82.9,9,89.4,77,4.2,7.1,0
SV20210173,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Công nghệ thông tin,2.8,95,6.0,85.3,15,100.0,75,5.9,6.7,0
SV20210173,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Công nghệ thông tin,2.8,95,8.3,72.6,9,88.5,70,9.4,6.1,0
SV20210173,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Công nghệ thông tin,2.8,95,7.7,88.9,4,63.8,64,7.3,6.5,0
SV20210174,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Công nghệ thông tin,2.5,51,6.5,81.2,14,83.3,51,1.2,5.5,0
SV20210174,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Công nghệ thông tin,2.5,51,6.2,70.8,6,68.6,73,6.4,5.2,0
SV20210174,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Công nghệ thông tin,2.5,51,6.1,84.4,10,90.1,70,8.0,7.4,0
SV20210174,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Công nghệ thông tin,2.5,51,5.6,76.4,16,73.4,58,6.5,5.3,0
SV20210175,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Kinh tế số,3.7,132,9.8,100.0,20,89.3,86,6.9,8.6,0
SV20210175,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Kinh tế số,3.7,132,9.0,96.2,20,91.7,100,11.4,6.7,0
SV20210175,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Kinh tế số,3.7,132,9.4,98.6,15,84.6,83,6.2,7.0,0
SV20210175,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Kinh tế số,3.7,132,8.8,95.0,22,89.4,83,9.6,8.5,0
SV20210176,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Kinh tế số,2.4,56,5.6,81.9,9,68.6,68,5.9,3.4,1
SV20210176,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Kinh tế số,2.4,56,5.8,89.0,1,68.7,65,6.3,6.0,0
SV20210176,IT4030,Phát triển ứng dụng Web,4,Nhóm 04,Kinh tế số,2.4,56,6.1,69.6,7,73.0,68,6.8,3.4,1
SV20210176,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 04,Kinh tế số,2.4,56,6.3,83.4,10,99.8,61,4.0,5.4,0
SV20210177,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 01,Công nghệ thông tin,2.9,55,6.2,73.8,12,85.2,82,7.7,7.3,0
SV20210177,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 01,Công nghệ thông tin,2.9,55,8.7,84.4,12,94.5,65,7.3,8.2,0
SV20210177,IT4030,Phát triển ứng dụng Web,4,Nhóm 01,Công nghệ thông tin,2.9,55,7.9,78.8,9,70.0,73,6.3,7.5,0
SV20210177,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 01,Công nghệ thông tin,2.9,55,8.1,68.4,13,81.2,81,11.1,8.1,0
SV20210178,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 02,Công nghệ thông tin,1.4,28,5.8,60.9,5,75.4,66,4.5,5.1,0
SV20210178,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 02,Công nghệ thông tin,1.4,28,3.5,66.6,10,59.2,69,2.1,1.8,1
SV20210178,IT4030,Phát triển ứng dụng Web,4,Nhóm 02,Công nghệ thông tin,1.4,28,6.2,65.5,6,67.6,61,3.5,5.6,0
SV20210178,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 02,Công nghệ thông tin,1.4,28,5.2,71.0,14,55.6,50,3.6,5.0,0
SV20210179,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 03,Kỹ thuật dữ liệu,2.1,51,5.5,85.7,11,65.9,72,5.1,4.2,1
SV20210179,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 03,Kỹ thuật dữ liệu,2.1,51,4.5,58.2,13,62.9,67,1.6,4.4,1
SV20210179,IT4030,Phát triển ứng dụng Web,4,Nhóm 03,Kỹ thuật dữ liệu,2.1,51,6.1,75.9,10,52.9,84,7.4,7.0,0
SV20210179,MA2010,Xác suất thống kê ứng dụng,3,Nhóm 03,Kỹ thuật dữ liệu,2.1,51,5.6,79.6,6,76.1,75,3.8,4.3,1
SV20210180,IT4010,Học máy & Khai phá dữ liệu,3,Nhóm 04,Công nghệ thông tin,2.2,60,4.8,78.5,14,73.0,53,4.5,5.9,0
SV20210180,IT4020,Hệ quản trị CSDL nâng cao,3,Nhóm 04,Công nghệ thông tin,2.2,60,5.8,58.9,9,96.8,82,4.7,5.5,0
