GioiTinh,KhuVucSinhSong,HocVanChaMe,HoanCanhGiaDinh,HocLucNamTruoc,TiLeChuyenCan,GioTuHocMoiTuan,ThamGiaHocThem,OnThiTruoc,ThoiGianMangXaHoi,KetQua
Nam,Nông thôn,Đại học,Khá giả,Khá,52.4,12.1,Có,Đã ôn thi,5.7,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Trung bình,Khá,90.2,2.3,Không,Đã ôn thi,4.2,Trượt
Nam,Nông thôn,Tốt nghiệp THPT,Khá giả,Trung bình,67.7,7.8,Không,Đã ôn thi,2.9,Trượt
Nữ,Nông thôn,Tốt nghiệp THPT,Khó khăn,Yếu,83.7,10.2,Không,Đã ôn thi,6.3,Trượt
Nữ,Thành thị,Đại học,Trung bình,Khá,71.1,5.2,Có,Đã ôn thi,2.9,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Trung bình,Yếu,87.8,6.5,Có,Đã ôn thi,3.5,Trượt
Nam,Thành thị,Đại học,Trung bình,Trung bình,84.9,7.8,Không,Đã ôn thi,3.5,Trượt
Nam,Thành thị,Đại học,Trung bình,Giỏi,88.1,3.2,Không,Không ôn thi,3.6,Đỗ
Nam,Thành thị,Chưa tốt nghiệp THPT,Trung bình,Yếu,68.7,12.7,Không,Đã ôn thi,0.5,Trượt
Nữ,Thành thị,Chưa tốt nghiệp THPT,Khá giả,Khá,90.3,10.4,Có,Không ôn thi,5.0,Đỗ
Nam,Thành thị,Cao đẳng,Khó khăn,Khá,82.0,17.4,Không,Đã ôn thi,3.9,Đỗ
Nữ,Nông thôn,Đại học,Trung bình,Yếu,77.4,13.4,Không,Đã ôn thi,4.0,Trượt
Nữ,Nông thôn,Đại học,Khá giả,Khá,84.6,1.6,Có,Đã ôn thi,4.8,Đỗ
Nữ,Nông thôn,Cao đẳng,Trung bình,Khá,83.0,10.2,Không,Không ôn thi,5.5,Đỗ
Nam,Thành thị,Cao đẳng,Trung bình,Trung bình,100.0,8.0,Có,Không ôn thi,4.6,Trượt
Nam,Nông thôn,Cao đẳng,Khó khăn,Trung bình,100.0,8.6,Không,Đã ôn thi,4.7,Đỗ
Nam,Thành thị,Chưa tốt nghiệp THPT,Khó khăn,Trung bình,77.7,12.2,Không,Đã ôn thi,1.8,Trượt
Nữ,Thành thị,Tốt nghiệp THPT,Khó khăn,Khá,82.4,12.6,Có,Đã ôn thi,5.5,Đỗ
Nữ,Nông thôn,Chưa tốt nghiệp THPT,Khá giả,Giỏi,86.8,12.0,Không,Đã ôn thi,3.2,Đỗ
Nam,Nông thôn,Đại học,Khó khăn,Trung bình,90.3,8.1,Không,Không ôn thi,3.3,Trượt
Nam,Thành thị,Chưa tốt nghiệp THPT,Trung bình,Trung bình,78.3,11.0,Không,Không ôn thi,6.4,Trượt
Nữ,Thành thị,Cao đẳng,Khá giả,Giỏi,84.8,14.0,Không,Không ôn thi,1.1,Đỗ
Nam,Nông thôn,Tốt nghiệp THPT,Khá giả,Trung bình,83.2,8.5,Không,Đã ôn thi,2.6,Đỗ
Nam,Nông thôn,Đại học,Trung bình,Khá,92.3,7.5,Có,Không ôn thi,2.9,Đỗ
Nữ,Thành thị,Cao đẳng,Khó khăn,Giỏi,66.2,8.1,Không,Đã ôn thi,3.3,Đỗ
Nam,Nông thôn,Đại học,Trung bình,Yếu,89.1,13.3,Không,Đã ôn thi,4.2,Trượt
Nữ,Thành thị,Cao đẳng,Khá giả,Trung bình,95.5,9.7,Không,Không ôn thi,5.8,Đỗ
Nam,Nông thôn,Cao đẳng,Trung bình,Khá,95.8,11.2,Có,Đã ôn thi,3.5,Đỗ
Nam,Nông thôn,Đại học,Trung bình,Trung bình,91.1,5.4,Không,Đã ôn thi,4.9,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Khó khăn,Khá,78.0,0.0,Không,Không ôn thi,3.6,Trượt
Nam,Nông thôn,Tốt nghiệp THPT,Trung bình,Trung bình,100.0,10.5,Không,Không ôn thi,4.7,Trượt
Nam,Nông thôn,Cao đẳng,Khá giả,Khá,82.2,8.7,Có,Không ôn thi,5.2,Đỗ
Nữ,Nông thôn,Chưa tốt nghiệp THPT,Khá giả,Giỏi,77.9,15.1,Không,Đã ôn thi,0.5,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Trung bình,Giỏi,100.0,15.8,Không,Đã ôn thi,0.5,Đỗ
Nam,Nông thôn,Cao đẳng,Khó khăn,Trung bình,58.6,11.4,Không,Đã ôn thi,4.1,Trượt
Nam,Thành thị,Đại học,Khó khăn,Trung bình,87.4,10.1,Có,Đã ôn thi,3.7,Đỗ
Nam,Nông thôn,Tốt nghiệp THPT,Khó khăn,Khá,73.9,10.3,Không,Không ôn thi,1.8,Trượt
Nữ,Thành thị,Đại học,Trung bình,Yếu,88.5,16.7,Có,Đã ôn thi,2.8,Đỗ
Nữ,Nông thôn,Chưa tốt nghiệp THPT,Trung bình,Khá,90.4,7.3,Có,Đã ôn thi,6.0,Đỗ
Nam,Thành thị,Cao đẳng,Khó khăn,Khá,89.4,10.3,Có,Đã ôn thi,1.0,Đỗ
Nữ,Nông thôn,Đại học,Khá giả,Giỏi,81.6,15.4,Không,Không ôn thi,5.2,Đỗ
Nam,Thành thị,Đại học,Trung bình,Yếu,64.7,12.6,Có,Đã ôn thi,7.9,Trượt
Nam,Thành thị,Tốt nghiệp THPT,Trung bình,Giỏi,77.8,12.8,Không,Đã ôn thi,3.0,Đỗ
Nam,Nông thôn,Đại học,Trung bình,Khá,81.3,3.8,Có,Đã ôn thi,5.8,Đỗ
Nam,Thành thị,Đại học,Khó khăn,Khá,61.7,9.8,Không,Đã ôn thi,5.8,Trượt
Nữ,Thành thị,Cao đẳng,Trung bình,Trung bình,80.5,14.9,Không,Không ôn thi,3.9,Trượt
Nữ,Thành thị,Tốt nghiệp THPT,Trung bình,Giỏi,72.9,19.5,Không,Đã ôn thi,3.7,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Trung bình,Khá,90.8,5.0,Có,Đã ôn thi,2.6,Đỗ
Nam,Thành thị,Chưa tốt nghiệp THPT,Trung bình,Khá,87.1,15.2,Không,Không ôn thi,0.9,Đỗ
Nam,Thành thị,Đại học,Khá giả,Trung bình,86.0,7.6,Có,Đã ôn thi,3.8,Đỗ
Nam,Thành thị,Đại học,Trung bình,Trung bình,81.2,14.6,Không,Đã ôn thi,7.3,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Trung bình,Giỏi,81.3,5.0,Có,Không ôn thi,3.5,Đỗ
Nữ,Nông thôn,Cao đẳng,Trung bình,Trung bình,94.7,14.1,Không,Đã ôn thi,2.2,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Trung bình,Khá,98.1,6.7,Không,Đã ôn thi,2.1,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Trung bình,Khá,98.0,9.7,Không,Đã ôn thi,2.9,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Khá giả,Khá,61.7,9.6,Có,Không ôn thi,1.9,Đỗ
Nữ,Nông thôn,Đại học,Trung bình,Khá,100.0,11.2,Không,Không ôn thi,1.5,Đỗ
Nam,Nông thôn,Đại học,Khá giả,Trung bình,100.0,0.2,Có,Đã ôn thi,2.4,Đỗ
Nữ,Thành thị,Đại học,Khá giả,Trung bình,58.5,9.6,Có,Đã ôn thi,4.6,Trượt
Nữ,Thành thị,Cao đẳng,Khó khăn,Khá,84.2,17.2,Không,Đã ôn thi,6.2,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Khó khăn,Trung bình,100.0,10.9,Không,Đã ôn thi,4.0,Đỗ
Nam,Thành thị,Cao đẳng,Khá giả,Khá,70.1,15.5,Có,Không ôn thi,0.8,Đỗ
Nam,Nông thôn,Đại học,Trung bình,Khá,79.2,7.1,Có,Không ôn thi,3.8,Đỗ
Nữ,Nông thôn,Cao đẳng,Khó khăn,Khá,99.8,12.0,Không,Đã ôn thi,4.4,Đỗ
Nam,Nông thôn,Cao đẳng,Khá giả,Giỏi,79.6,20.1,Không,Đã ôn thi,2.9,Đỗ
Nữ,Thành thị,Đại học,Trung bình,Yếu,63.5,15.7,Không,Đã ôn thi,1.7,Trượt
Nam,Nông thôn,Tốt nghiệp THPT,Trung bình,Trung bình,100.0,6.7,Không,Đã ôn thi,3.4,Trượt
Nam,Thành thị,Cao đẳng,Khá giả,Khá,82.3,15.7,Không,Đã ôn thi,3.4,Đỗ
Nam,Thành thị,Chưa tốt nghiệp THPT,Trung bình,Trung bình,89.4,15.5,Không,Đã ôn thi,2.1,Đỗ
Nam,Thành thị,Cao đẳng,Trung bình,Khá,77.8,11.4,Không,Không ôn thi,4.4,Đỗ
Nữ,Thành thị,Cao đẳng,Trung bình,Trung bình,74.8,1.8,Không,Không ôn thi,1.5,Trượt
Nữ,Nông thôn,Cao đẳng,Khó khăn,Giỏi,66.5,12.9,Có,Đã ôn thi,6.3,Đỗ
Nữ,Thành thị,Chưa tốt nghiệp THPT,Trung bình,Trung bình,93.5,9.5,Có,Đã ôn thi,1.3,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Khó khăn,Yếu,78.5,3.9,Có,Không ôn thi,3.5,Trượt
Nam,Thành thị,Đại học,Khó khăn,Yếu,69.6,8.4,Không,Đã ôn thi,2.4,Trượt
Nam,Thành thị,Chưa tốt nghiệp THPT,Trung bình,Trung bình,99.1,11.3,Không,Đã ôn thi,5.0,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Trung bình,Trung bình,93.9,6.2,Có,Đã ôn thi,4.6,Đỗ
Nam,Thành thị,Cao đẳng,Khá giả,Khá,94.7,4.2,Không,Đã ôn thi,0.2,Đỗ
Nữ,Nông thôn,Cao đẳng,Trung bình,Trung bình,81.0,21.2,Có,Đã ôn thi,0.0,Đỗ
Nữ,Nông thôn,Đại học,Trung bình,Khá,89.0,1.6,Không,Không ôn thi,1.5,Trượt
Nam,Thành thị,Chưa tốt nghiệp THPT,Khó khăn,Trung bình,100.0,11.4,Không,Đã ôn thi,2.7,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Trung bình,Trung bình,75.4,15.1,Không,Không ôn thi,2.1,Trượt
Nam,Thành thị,Thạc sĩ,Khó khăn,Khá,81.6,6.3,Không,Đã ôn thi,2.3,Đỗ
Nam,Thành thị,Đại học,Trung bình,Khá,100.0,9.3,Không,Không ôn thi,7.9,Đỗ
Nữ,Thành thị,Đại học,Khá giả,Trung bình,91.6,12.1,Có,Không ôn thi,4.3,Đỗ
Nam,Nông thôn,Cao đẳng,Trung bình,Yếu,93.4,5.8,Có,Không ôn thi,3.5,Trượt
Nữ,Nông thôn,Đại học,Trung bình,Trung bình,89.0,4.1,Không,Đã ôn thi,3.4,Trượt
Nam,Thành thị,Chưa tốt nghiệp THPT,Khá giả,Khá,100.0,9.8,Không,Không ôn thi,3.9,Đỗ
Nam,Nông thôn,Tốt nghiệp THPT,Trung bình,Khá,75.7,13.2,Có,Không ôn thi,5.4,Đỗ
Nữ,Thành thị,Đại học,Khá giả,Trung bình,92.7,10.6,Có,Đã ôn thi,2.8,Đỗ
Nữ,Thành thị,Đại học,Khá giả,Trung bình,78.5,9.1,Không,Đã ôn thi,2.8,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Trung bình,Giỏi,81.2,5.7,Có,Đã ôn thi,5.1,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Trung bình,Khá,79.9,13.7,Không,Đã ôn thi,3.6,Đỗ
Nam,Nông thôn,Đại học,Trung bình,Trung bình,97.6,8.9,Có,Đã ôn thi,1.6,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Trung bình,Yếu,67.0,14.2,Có,Đã ôn thi,3.2,Trượt
Nữ,Nông thôn,Đại học,Trung bình,Trung bình,74.3,8.8,Không,Đã ôn thi,4.3,Đỗ
Nam,Thành thị,Chưa tốt nghiệp THPT,Trung bình,Giỏi,100.0,4.5,Có,Đã ôn thi,6.6,Đỗ
Nữ,Thành thị,Chưa tốt nghiệp THPT,Trung bình,Trung bình,81.9,3.7,Không,Đã ôn thi,2.7,Trượt
Nam,Thành thị,Thạc sĩ,Trung bình,Trung bình,75.3,8.8,Không,Đã ôn thi,2.6,Trượt
Nam,Thành thị,Thạc sĩ,Khó khăn,Giỏi,73.6,16.3,Có,Đã ôn thi,4.4,Đỗ
Nam,Nông thôn,Cao đẳng,Khá giả,Trung bình,74.7,11.3,Không,Đã ôn thi,3.1,Đỗ
Nữ,Nông thôn,Đại học,Trung bình,Khá,80.0,12.1,Có,Không ôn thi,4.6,Đỗ
Nữ,Thành thị,Đại học,Khó khăn,Khá,99.7,7.2,Không,Không ôn thi,4.5,Đỗ
Nam,Nông thôn,Đại học,Trung bình,Trung bình,73.0,5.5,Có,Không ôn thi,5.6,Trượt
Nam,Thành thị,Đại học,Khá giả,Giỏi,66.0,5.9,Không,Không ôn thi,2.6,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Trung bình,Khá,82.3,10.1,Không,Không ôn thi,6.5,Trượt
Nam,Thành thị,Tốt nghiệp THPT,Trung bình,Trung bình,88.0,10.8,Có,Đã ôn thi,1.3,Đỗ
Nam,Nông thôn,Chưa tốt nghiệp THPT,Trung bình,Yếu,88.4,3.7,Không,Đã ôn thi,3.0,Trượt
Nam,Nông thôn,Tốt nghiệp THPT,Khá giả,Khá,75.2,1.0,Có,Đã ôn thi,2.3,Trượt
Nam,Nông thôn,Đại học,Khó khăn,Khá,76.5,8.9,Không,Không ôn thi,4.7,Đỗ
Nữ,Nông thôn,Đại học,Khá giả,Trung bình,77.9,10.0,Không,Đã ôn thi,3.3,Trượt
Nữ,Thành thị,Tốt nghiệp THPT,Khá giả,Khá,86.7,7.1,Không,Không ôn thi,0.4,Đỗ
Nữ,Thành thị,Cao đẳng,Trung bình,Trung bình,88.1,3.7,Không,Đã ôn thi,0.7,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Trung bình,Trung bình,63.8,11.2,Không,Đã ôn thi,0.0,Đỗ
Nữ,Thành thị,Chưa tốt nghiệp THPT,Trung bình,Trung bình,100.0,7.5,Không,Không ôn thi,1.8,Đỗ
Nữ,Thành thị,Cao đẳng,Khá giả,Trung bình,73.7,8.3,Không,Đã ôn thi,0.2,Trượt
Nam,Thành thị,Tốt nghiệp THPT,Khá giả,Giỏi,100.0,2.4,Có,Đã ôn thi,3.4,Đỗ
Nữ,Thành thị,Đại học,Trung bình,Khá,83.2,15.2,Có,Không ôn thi,6.3,Đỗ
Nữ,Nông thôn,Chưa tốt nghiệp THPT,Trung bình,Trung bình,100.0,0.3,Có,Đã ôn thi,3.0,Trượt
Nam,Thành thị,Đại học,Khá giả,Khá,92.2,12.7,Có,Đã ôn thi,1.1,Đỗ
Nam,Thành thị,Cao đẳng,Trung bình,Yếu,87.4,6.2,Có,Đã ôn thi,3.4,Đỗ
Nữ,Nông thôn,Đại học,Khá giả,Khá,77.6,13.3,Có,Không ôn thi,2.9,Đỗ
Nữ,Thành thị,Thạc sĩ,Trung bình,Giỏi,82.2,20.4,Có,Đã ôn thi,3.0,Đỗ
Nữ,Nông thôn,Đại học,Trung bình,Trung bình,69.8,9.9,Có,Đã ôn thi,4.1,Trượt
Nam,Thành thị,Tốt nghiệp THPT,Trung bình,Khá,81.2,12.2,Không,Không ôn thi,0.0,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Khá giả,Giỏi,77.6,8.8,Không,Không ôn thi,5.2,Đỗ
Nam,Thành thị,Chưa tốt nghiệp THPT,Trung bình,Giỏi,98.2,0.0,Có,Đã ôn thi,2.9,Đỗ
Nam,Nông thôn,Chưa tốt nghiệp THPT,Trung bình,Trung bình,85.5,17.4,Không,Đã ôn thi,4.4,Đỗ
Nam,Nông thôn,Thạc sĩ,Khá giả,Khá,85.7,13.0,Có,Đã ôn thi,2.3,Đỗ
Nữ,Thành thị,Cao đẳng,Trung bình,Trung bình,100.0,15.1,Không,Đã ôn thi,3.0,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Khó khăn,Khá,73.9,2.3,Có,Đã ôn thi,2.6,Trượt
Nam,Thành thị,Tốt nghiệp THPT,Khó khăn,Giỏi,81.7,1.9,Có,Đã ôn thi,0.9,Đỗ
Nam,Nông thôn,Tốt nghiệp THPT,Trung bình,Trung bình,78.8,13.6,Có,Đã ôn thi,3.2,Đỗ
Nam,Thành thị,Đại học,Trung bình,Giỏi,83.3,12.3,Không,Không ôn thi,4.5,Đỗ
Nam,Thành thị,Cao đẳng,Khó khăn,Giỏi,77.0,15.3,Không,Không ôn thi,3.9,Đỗ
Nam,Nông thôn,Đại học,Khó khăn,Trung bình,95.1,11.9,Có,Đã ôn thi,4.5,Đỗ
Nữ,Thành thị,Chưa tốt nghiệp THPT,Khó khăn,Khá,70.2,5.1,Không,Đã ôn thi,7.6,Trượt
Nam,Nông thôn,Thạc sĩ,Khó khăn,Khá,97.3,15.2,Không,Đã ôn thi,3.2,Đỗ
Nữ,Thành thị,Đại học,Trung bình,Khá,91.2,17.2,Có,Đã ôn thi,1.2,Đỗ
Nam,Nông thôn,Chưa tốt nghiệp THPT,Trung bình,Khá,89.6,4.5,Có,Đã ôn thi,2.4,Đỗ
Nam,Nông thôn,Đại học,Khó khăn,Trung bình,84.2,5.4,Không,Đã ôn thi,7.7,Trượt
Nam,Nông thôn,Tốt nghiệp THPT,Khó khăn,Trung bình,56.4,16.1,Có,Đã ôn thi,5.3,Trượt
Nữ,Thành thị,Tốt nghiệp THPT,Trung bình,Giỏi,85.3,11.4,Không,Đã ôn thi,1.7,Đỗ
Nam,Thành thị,Đại học,Trung bình,Khá,100.0,12.0,Có,Không ôn thi,2.3,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Trung bình,Khá,94.2,4.6,Có,Không ôn thi,3.3,Đỗ
Nam,Nông thôn,Tốt nghiệp THPT,Trung bình,Giỏi,78.4,6.6,Có,Không ôn thi,1.8,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Trung bình,Trung bình,79.2,16.8,Không,Không ôn thi,3.5,Đỗ
Nam,Thành thị,Đại học,Khá giả,Khá,88.5,5.7,Không,Không ôn thi,2.7,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Khó khăn,Khá,89.1,6.9,Không,Đã ôn thi,6.3,Trượt
Nam,Nông thôn,Tốt nghiệp THPT,Trung bình,Trung bình,75.0,10.2,Không,Không ôn thi,2.3,Trượt
Nữ,Nông thôn,Cao đẳng,Trung bình,Khá,100.0,17.1,Có,Đã ôn thi,4.0,Đỗ
Nam,Thành thị,Đại học,Khó khăn,Trung bình,75.2,11.9,Không,Không ôn thi,3.4,Trượt
Nữ,Thành thị,Đại học,Trung bình,Trung bình,100.0,4.2,Có,Đã ôn thi,4.2,Đỗ
Nam,Nông thôn,Thạc sĩ,Trung bình,Yếu,75.2,4.4,Không,Đã ôn thi,5.1,Trượt
Nữ,Nông thôn,Đại học,Trung bình,Trung bình,85.2,9.3,Không,Không ôn thi,4.4,Trượt
Nam,Thành thị,Cao đẳng,Trung bình,Khá,80.7,19.4,Không,Không ôn thi,3.6,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Khó khăn,Yếu,83.0,15.7,Không,Không ôn thi,5.3,Trượt
Nam,Nông thôn,Tốt nghiệp THPT,Trung bình,Trung bình,83.3,3.8,Có,Đã ôn thi,3.3,Trượt
Nam,Thành thị,Đại học,Trung bình,Yếu,96.0,9.5,Không,Đã ôn thi,5.0,Trượt
Nữ,Thành thị,Tốt nghiệp THPT,Trung bình,Trung bình,76.8,6.1,Không,Đã ôn thi,4.4,Trượt
Nữ,Nông thôn,Tốt nghiệp THPT,Trung bình,Trung bình,85.5,11.3,Không,Không ôn thi,0.3,Đỗ
Nam,Nông thôn,Tốt nghiệp THPT,Trung bình,Giỏi,54.9,5.8,Không,Đã ôn thi,4.4,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Trung bình,Trung bình,99.3,7.5,Có,Không ôn thi,2.3,Trượt
Nữ,Thành thị,Đại học,Trung bình,Trung bình,92.4,10.6,Có,Đã ôn thi,3.6,Đỗ
Nam,Thành thị,Đại học,Trung bình,Khá,89.8,6.9,Có,Đã ôn thi,4.9,Trượt
Nữ,Thành thị,Chưa tốt nghiệp THPT,Trung bình,Yếu,99.7,5.1,Không,Đã ôn thi,4.2,Trượt
Nữ,Thành thị,Chưa tốt nghiệp THPT,Trung bình,Khá,89.6,8.7,Không,Đã ôn thi,2.1,Đỗ
Nam,Thành thị,Đại học,Trung bình,Trung bình,100.0,1.9,Không,Đã ôn thi,0.8,Đỗ
Nữ,Nông thôn,Cao đẳng,Khó khăn,Giỏi,85.3,0.0,Có,Không ôn thi,2.7,Trượt
Nữ,Nông thôn,Tốt nghiệp THPT,Trung bình,Khá,77.7,11.0,Có,Đã ôn thi,2.2,Đỗ
Nữ,Nông thôn,Cao đẳng,Khá giả,Yếu,86.5,2.3,Có,Đã ôn thi,5.1,Trượt
Nữ,Nông thôn,Thạc sĩ,Trung bình,Trung bình,80.5,8.3,Có,Không ôn thi,4.9,Trượt
Nữ,Nông thôn,Cao đẳng,Trung bình,Giỏi,63.6,4.8,Có,Không ôn thi,3.1,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Trung bình,Trung bình,82.1,8.6,Không,Đã ôn thi,3.5,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Khó khăn,Khá,86.6,9.8,Không,Đã ôn thi,3.6,Trượt
Nữ,Nông thôn,Đại học,Khó khăn,Trung bình,79.7,2.3,Không,Không ôn thi,6.5,Trượt
Nữ,Thành thị,Đại học,Trung bình,Trung bình,94.8,18.9,Có,Đã ôn thi,2.6,Đỗ
Nam,Thành thị,Cao đẳng,Khá giả,Trung bình,100.0,2.2,Không,Đã ôn thi,2.1,Đỗ
Nữ,Thành thị,Đại học,Khá giả,Khá,66.6,12.3,Không,Đã ôn thi,0.8,Đỗ
Nam,Nông thôn,Cao đẳng,Trung bình,Khá,73.2,12.7,Không,Không ôn thi,4.1,Trượt
Nam,Thành thị,Đại học,Khó khăn,Trung bình,95.7,7.0,Có,Đã ôn thi,2.8,Trượt
Nam,Thành thị,Cao đẳng,Trung bình,Trung bình,94.7,13.6,Có,Đã ôn thi,5.2,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Trung bình,Giỏi,60.7,6.5,Không,Không ôn thi,1.5,Đỗ
Nam,Nông thôn,Đại học,Trung bình,Trung bình,95.3,2.5,Có,Không ôn thi,1.1,Đỗ
Nam,Thành thị,Đại học,Trung bình,Yếu,88.1,11.3,Có,Không ôn thi,5.9,Trượt
Nam,Thành thị,Tốt nghiệp THPT,Khá giả,Trung bình,64.2,7.9,Không,Đã ôn thi,3.8,Đỗ
Nam,Thành thị,Cao đẳng,Trung bình,Trung bình,90.6,8.5,Không,Đã ôn thi,6.8,Đỗ
Nữ,Thành thị,Đại học,Trung bình,Khá,77.9,12.1,Không,Không ôn thi,6.0,Trượt
Nữ,Nông thôn,Đại học,Khá giả,Giỏi,64.0,6.8,Không,Đã ôn thi,0.0,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Trung bình,Khá,77.8,6.9,Không,Đã ôn thi,1.5,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Trung bình,Khá,97.9,14.1,Không,Đã ôn thi,2.3,Đỗ
Nam,Thành thị,Chưa tốt nghiệp THPT,Khá giả,Trung bình,86.9,10.3,Có,Đã ôn thi,6.4,Trượt
Nữ,Thành thị,Cao đẳng,Khó khăn,Trung bình,85.7,4.3,Không,Không ôn thi,2.4,Trượt
Nữ,Thành thị,Đại học,Trung bình,Khá,100.0,8.9,Có,Đã ôn thi,5.2,Đỗ
Nam,Nông thôn,Đại học,Trung bình,Giỏi,82.3,9.1,Có,Không ôn thi,3.4,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Trung bình,Giỏi,88.2,10.5,Không,Không ôn thi,3.8,Đỗ
Nữ,Nông thôn,Cao đẳng,Khá giả,Trung bình,65.5,4.8,Không,Không ôn thi,0.0,Trượt
Nam,Thành thị,Tốt nghiệp THPT,Trung bình,Khá,70.5,6.2,Có,Đã ôn thi,0.0,Đỗ
Nữ,Thành thị,Thạc sĩ,Khá giả,Khá,100.0,1.7,Không,Không ôn thi,4.2,Đỗ
Nữ,Thành thị,Thạc sĩ,Trung bình,Trung bình,88.7,5.1,Không,Không ôn thi,0.5,Trượt
Nữ,Nông thôn,Tốt nghiệp THPT,Khó khăn,Khá,99.3,0.0,Không,Đã ôn thi,2.1,Đỗ
Nam,Nông thôn,Cao đẳng,Khá giả,Giỏi,86.2,10.2,Không,Đã ôn thi,0.0,Đỗ
Nữ,Thành thị,Đại học,Khó khăn,Giỏi,88.6,5.2,Có,Đã ôn thi,5.0,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Khá giả,Khá,64.1,11.4,Có,Đã ôn thi,3.9,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Khó khăn,Giỏi,100.0,0.0,Không,Không ôn thi,5.9,Đỗ
Nữ,Nông thôn,Đại học,Trung bình,Giỏi,64.7,0.0,Có,Đã ôn thi,4.6,Đỗ
Nam,Thành thị,Tốt nghiệp THPT,Trung bình,Giỏi,93.2,4.2,Không,Đã ôn thi,4.3,Đỗ
Nam,Thành thị,Chưa tốt nghiệp THPT,Trung bình,Trung bình,82.3,4.8,Không,Đã ôn thi,5.6,Trượt
Nữ,Thành thị,Tốt nghiệp THPT,Khá giả,Khá,95.3,3.7,Có,Không ôn thi,4.4,Đỗ
Nam,Nông thôn,Tốt nghiệp THPT,Trung bình,Trung bình,75.2,6.0,Không,Đã ôn thi,3.7,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Trung bình,Trung bình,75.9,1.3,Không,Không ôn thi,4.6,Trượt
Nữ,Thành thị,Tốt nghiệp THPT,Khá giả,Trung bình,77.7,8.6,Có,Đã ôn thi,3.5,Đỗ
Nam,Nông thôn,Đại học,Trung bình,Trung bình,93.2,0.0,Có,Không ôn thi,2.5,Trượt
Nam,Thành thị,Đại học,Khá giả,Yếu,81.8,6.4,Không,Không ôn thi,3.6,Trượt
Nữ,Thành thị,Tốt nghiệp THPT,Khó khăn,Khá,100.0,12.2,Có,Đã ôn thi,3.9,Đỗ
Nam,Thành thị,Đại học,Khá giả,Khá,87.5,5.3,Không,Đã ôn thi,2.9,Đỗ
Nam,Nông thôn,Đại học,Khá giả,Trung bình,59.2,15.4,Có,Đã ôn thi,4.6,Đỗ
Nữ,Thành thị,Tốt nghiệp THPT,Khá giả,Trung bình,73.9,8.7,Không,Không ôn thi,6.1,Trượt
Nữ,Nông thôn,Đại học,Trung bình,Trung bình,67.3,7.8,Không,Không ôn thi,5.5,Trượt
Nam,Thành thị,Đại học,Trung bình,Trung bình,75.0,6.5,Không,Đã ôn thi,0.0,Trượt
Nữ,Nông thôn,Chưa tốt nghiệp THPT,Khá giả,Yếu,80.3,17.3,Không,Không ôn thi,7.0,Trượt
Nam,Nông thôn,Đại học,Khá giả,Khá,81.6,21.1,Không,Không ôn thi,1.0,Đỗ
Nam,Thành thị,Chưa tốt nghiệp THPT,Khó khăn,Giỏi,62.9,9.2,Không,Đã ôn thi,4.1,Đỗ
Nữ,Nông thôn,Tốt nghiệp THPT,Trung bình,Khá,95.6,11.2,Có,Đã ôn thi,3.1,Đỗ
Nữ,Thành thị,Cao đẳng,Trung bình,Yếu,92.3,6.5,Không,Không ôn thi,1.1,Trượt
Nữ,Thành thị,Cao đẳng,Khá giả,Giỏi,67.9,0.7,Có,Đã ôn thi,4.8,Đỗ
